,Region,Department,Commune_Code_INSEE,City,latitude,longitude
1405,ILE-DE-FRANCE,VAL-D'OISE,95555,ST GRATIEN,48.9689724948,2.28518003438
1406,ILE-DE-FRANCE,VAL-D'OISE,95555,ST GRATIEN,48.9689724948,2.28518003438
1407,,,95555,,,
1408,,,95555,,,
1409,,,95555,,,
1410,,,95555,,,
1647,,,95555,,,
1411,GUADELOUPE,GUADELOUPE,97113,LE GOSIER,16.2252192032,-61.4698776652
1412,,,97113,,,
1413,,,97113,,,
1414,,,97113,,,
1415,,,97113,,,
1648,,,97113,,,
1416,LA REUNION,LA REUNION,97411,SAINT DENIS,-20.9329708192,55.446867167
1417,LA REUNION,LA REUNION,97411,SAINT DENIS,-20.9329708192,55.446867167
1418,LA REUNION,LA REUNION,97411,SAINT DENIS,-20.9329708192,55.446867167
1419,,,97411,,,
1420,,,97411,,,
1421,,,97411,,,
1422,,,97411,,,
1649,,,97411,,,
1423,LA REUNION,LA REUNION,97415,SAINT PAUL,-21.0445317522,55.3223334298
1424,LA REUNION,LA REUNION,97415,SAINT PAUL,-21.0445317522,55.3223334298
1425,LA REUNION,LA REUNION,97415,SAINT PAUL,-21.0445317522,55.3223334298
1426,,,97415,,,
1427,,,97415,,,
1428,,,97415,,,
1429,,,97415,,,
1650,,,97415,,,
1430,LA REUNION,LA REUNION,97416,SAINT PIERRE,-21.3123242427,55.4936155164
1431,LA REUNION,LA REUNION,97416,SAINT PIERRE,-21.3123242427,55.4936155164
1432,LA REUNION,LA REUNION,97416,SAINT PIERRE,-21.3123242427,55.4936155164
1433,,,97416,,,
1434,,,97416,,,
1435,,,97416,,,
1436,,,97416,,,
1651,,,97416,,,
1437,LA REUNION,LA REUNION,97422,TAMPON,-21.223274585,55.5584875266
1438,LA REUNION,LA REUNION,97422,TAMPON,-21.223274585,55.5584875266
1439,LA REUNION,LA REUNION,97422,TAMPON,-21.223274585,55.5584875266
1440,,,97422,,,
1441,,,97422,,,
1442,,,97422,,,
1443,,,97422,,,
1652,,,97422,,,
