,Region,Department,Commune_Code_INSEE,City,Number_of_Taxpayers,Average_Assets_in_Euro,Average_Tax_in_Euro,Source_File,Year,latitude,longitude,total_tax_per_city
173,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64445,PAU,117.0,2086255.0,7608.0,ificom-2022.xlsx,2022.0,43.3200189773,-0.350337918181,890136.0
174,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06083,MENTON,93.0,2086052.0,8343.0,ificom-2022.xlsx,2022.0,43.7908233727,7.49365612374,775899.0
175,ILE-DE-FRANCE,HAUTS-DE-SEINE,92023,CLAMART,333.0,2081259.0,7541.0,ificom-2022.xlsx,2022.0,48.7964306792,2.25474652922,2511153.0
176,OCCITANIE,HERAULT,34301,SETE,116.0,2075251.0,8080.0,ificom-2022.xlsx,2022.0,43.3917705831,3.64705148296,937280.0
177,ILE-DE-FRANCE,HAUTS-DE-SEINE,92026,COURBEVOIE,453.0,2073787.0,7595.0,ificom-2022.xlsx,2022.0,48.8984504771,2.25570587289,3440535.0
178,PROVENCE-ALPES-COTE D'AZUR,VAR,83061,FREJUS,149.0,2068631.0,8196.0,ificom-2022.xlsx,2022.0,43.4719558114,6.76361597424,1221204.0
179,ILE-DE-FRANCE,VAL-DE-MARNE,94028,CRETEIL,81.0,2066568.0,7757.0,ificom-2022.xlsx,2022.0,48.7837401836,2.45463530415,628317.0
180,PROVENCE-ALPES-COTE D'AZUR,VAR,83050,DRAGUIGNAN,68.0,2060808.0,8589.0,ificom-2022.xlsx,2022.0,43.5357513285,6.45436569191,584052.0
181,AUVERGNE-RHONE-ALPES,SAVOIE,73065,CHAMBERY,124.0,2058732.0,7479.0,ificom-2022.xlsx,2022.0,45.583182552,5.90903392417,927396.0
182,OCCITANIE,AUDE,11262,NARBONNE,67.0,2057986.0,8138.0,ificom-2022.xlsx,2022.0,43.1652399898,3.02023868739,545246.0
183,ILE-DE-FRANCE,HAUTS-DE-SEINE,92040,ISSY LES MOULINEAUX,504.0,2055431.0,7464.0,ificom-2022.xlsx,2022.0,48.82347434,2.26449823277,3761856.0
184,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,44215,VERTOU,78.0,2050243.0,7328.0,ificom-2022.xlsx,2022.0,47.1603732625,-1.47052291749,571584.0
185,ILE-DE-FRANCE,VAL-DE-MARNE,94016,CACHAN,61.0,2048501.0,7170.0,ificom-2022.xlsx,2022.0,48.7916121646,2.33153313164,437370.0
186,AUVERGNE-RHONE-ALPES,HAUTE-SAVOIE,74010,ANNECY,622.0,2045690.0,7767.0,ificom-2022.xlsx,2022.0,45.8906432566,6.12551773598,4831074.0
187,PROVENCE-ALPES-COTE D'AZUR,VAUCLUSE,84007,AVIGNON,100.0,2037645.0,7497.0,ificom-2022.xlsx,2022.0,43.9352448339,4.84071572505,749700.0
188,AUVERGNE-RHONE-ALPES,LOIRE,42218,SAINT ETIENNE,77.0,2037480.0,7431.0,ificom-2022.xlsx,2022.0,45.4301235512,4.37913997076,572187.0
189,ILE-DE-FRANCE,HAUTS-DE-SEINE,92002,ANTONY,311.0,2033147.0,7612.0,ificom-2022.xlsx,2022.0,48.7503412602,2.2993268102,2367332.0
190,PROVENCE-ALPES-COTE D'AZUR,BOUCHES-DU-RHONE,13005,AUBAGNE,82.0,2031608.0,7830.0,ificom-2022.xlsx,2022.0,43.2934843764,5.56331273477,642060.0
191,AUVERGNE-RHONE-ALPES,RHONE,69029,BRON,70.0,2030115.0,7342.0,ificom-2022.xlsx,2022.0,45.7344856902,4.91168159471,513940.0
192,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,44114,ORVAULT,73.0,2029909.0,7528.0,ificom-2022.xlsx,2022.0,47.2739815478,-1.62323898524,549544.0
193,ILE-DE-FRANCE,VAL-D'OISE,95555,ST GRATIEN,60.0,2026099.0,7446.0,ificom-2022.xlsx,2022.0,48.9689724948,2.28518003438,446760.0
194,ILE-DE-FRANCE,HAUTS-DE-SEINE,92032,FONTENAY AUX ROSES,94.0,2025241.0,7227.0,ificom-2022.xlsx,2022.0,48.7897301312,2.28723493557,679338.0
195,NOUVELLE-AQUITAINE,GIRONDE,33162,EYSINES,57.0,2019978.0,7732.0,ificom-2022.xlsx,2022.0,44.8797152377,-0.647899474657,440724.0
196,NOUVELLE-AQUITAINE,VIENNE,86194,POITIERS,103.0,2018790.0,7477.0,ificom-2022.xlsx,2022.0,46.5839207726,0.359947653003,770131.0
197,ILE-DE-FRANCE,HAUTS-DE-SEINE,92009,BOIS-COLOMBES,173.0,2010515.0,6849.0,ificom-2022.xlsx,2022.0,48.9153368426,2.26738552597,1184877.0
198,BRETAGNE,MORBIHAN,56260,VANNES,231.0,1986573.0,7523.0,ificom-2022.xlsx,2022.0,47.6597493766,-2.75714329498,1737813.0
199,NOUVELLE-AQUITAINE,GIRONDE,33199,GUJAN-MESTRAS,68.0,1986092.0,7480.0,ificom-2022.xlsx,2022.0,44.5940361232,-1.08427455858,508640.0
200,PROVENCE-ALPES-COTE D'AZUR,BOUCHES-DU-RHONE,13004,ARLES,81.0,1975904.0,6898.0,ificom-2022.xlsx,2022.0,43.5468692378,4.66215642574,558738.0
201,LES-HAUTS-DE-FRANCE,NORD,59009,VILLENEUVE D'ASCQ,136.0,1969385.0,6135.0,ificom-2022.xlsx,2022.0,50.6324372393,3.1535257221,834360.0
202,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93048,MONTREUIL SOUS BOIS,134.0,1966861.0,7117.0,ificom-2022.xlsx,2022.0,48.8633175054,2.44816211857,953678.0
203,ILE-DE-FRANCE,HAUTS-DE-SEINE,92022,CHAVILLE,143.0,1965197.0,6836.0,ificom-2022.xlsx,2022.0,48.8076083562,2.19234061062,977548.0
204,PROVENCE-ALPES-COTE D'AZUR,VAUCLUSE,84031,CARPENTRAS,59.0,1954067.0,6840.0,ificom-2022.xlsx,2022.0,44.0593802565,5.06134844776,403560.0
205,ILE-DE-FRANCE,VAL-DE-MARNE,94038,L'HAY LES ROSES,64.0,1952700.0,7438.0,ificom-2022.xlsx,2022.0,48.7763207843,2.33772915609,476032.0
206,LES-HAUTS-DE-FRANCE,PAS-DE-CALAIS,62041,ARRAS,52.0,1940972.0,6975.0,ificom-2022.xlsx,2022.0,50.2898964997,2.76587316711,362700.0
207,PROVENCE-ALPES-COTE D'AZUR,VAR,83126,LA SEYNE SUR MER,64.0,1887283.0,6705.0,ificom-2022.xlsx,2022.0,43.0880294967,5.87089841754,429120.0
208,PROVENCE-ALPES-COTE D'AZUR,HAUTES-ALPES,05061,GAP,65.0,2268207.0,8156.0,ificom-2021.xlsx,2021.0,44.5798600596,6.06486052138,530140.0
209,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06004,ANTIBES,430.0,2245773.0,9240.0,ificom-2021.xlsx,2021.0,43.587465146,7.10635418256,3973200.0
210,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06027,CAGNES SUR MER,160.0,2040286.0,7844.0,ificom-2021.xlsx,2021.0,43.6715162078,7.15275703379,1255040.0
211,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06029,CANNES,664.0,2827815.0,12414.0,ificom-2021.xlsx,2021.0,43.5526202843,7.00427592728,8242896.0
212,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06030,LE CANNET,156.0,2485858.0,11856.0,ificom-2021.xlsx,2021.0,43.5729768613,7.00642057758,1849536.0
213,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06069,GRASSE,125.0,2938801.0,10202.0,ificom-2021.xlsx,2021.0,43.655639428,6.93190508233,1275250.0
214,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06079,MANDELIEU LA NAPOULE,119.0,2624613.0,15158.0,ificom-2021.xlsx,2021.0,43.5380510468,6.91808936542,1803802.0
215,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06083,MENTON,97.0,2028443.0,6979.0,ificom-2021.xlsx,2021.0,43.7908233727,7.49365612374,676963.0
216,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06088,NICE,1281.0,2229664.0,9401.0,ificom-2021.xlsx,2021.0,43.7119992661,7.23826889465,12042681.0
217,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06123,SAINT LAURENT DU VAR,84.0,2259076.0,9356.0,ificom-2021.xlsx,2021.0,43.6859625772,7.18218791815,785904.0
218,PROVENCE-ALPES-COTE D'AZUR,ALPES-MARITIMES,06155,VALLAURIS,157.0,2262527.0,8849.0,ificom-2021.xlsx,2021.0,43.5766472999,7.05836612893,1389293.0
219,GRAND-EST,AUBE,10387,TROYES,52.0,2536332.0,12912.0,ificom-2021.xlsx,2021.0,48.2967099637,4.07827967525,671424.0
220,OCCITANIE,AUDE,11262,NARBONNE,61.0,2038151.0,8112.0,ificom-2021.xlsx,2021.0,43.1652399898,3.02023868739,494832.0
221,PROVENCE-ALPES-COTE D'AZUR,BOUCHES-DU-RHONE,13001,AIX EN PROVENCE,941.0,2238380.0,9219.0,ificom-2021.xlsx,2021.0,43.5360708378,5.39857444582,8675079.0
222,PROVENCE-ALPES-COTE D'AZUR,BOUCHES-DU-RHONE,13004,ARLES,77.0,1951809.0,6855.0,ificom-2021.xlsx,2021.0,43.5468692378,4.66215642574,527835.0
223,PROVENCE-ALPES-COTE D'AZUR,BOUCHES-DU-RHONE,13005,AUBAGNE,76.0,1970332.0,6919.0,ificom-2021.xlsx,2021.0,43.2934843764,5.56331273477,525844.0
224,PROVENCE-ALPES-COTE D'AZUR,BOUCHES-DU-RHONE,13028,LA CIOTAT,109.0,2132562.0,8726.0,ificom-2021.xlsx,2021.0,43.1926410861,5.61318955778,951134.0
225,PROVENCE-ALPES-COTE D'AZUR,BOUCHES-DU-RHONE,13103,SALON DE PROVENCE,64.0,2217714.0,8902.0,ificom-2021.xlsx,2021.0,43.6462885238,5.06814649576,569728.0
226,NORMANDIE,CALVADOS,14118,CAEN,213.0,2236565.0,9557.0,ificom-2021.xlsx,2021.0,49.1847936737,-0.369801713036,2035641.0
227,NOUVELLE-AQUITAINE,CHARENTE-MARITIME,17300,LA ROCHELLE,268.0,2127345.0,8278.0,ificom-2021.xlsx,2021.0,46.1620643972,-1.17465702836,2218504.0
228,NOUVELLE-AQUITAINE,CORREZE,19031,BRIVE,59.0,2850188.0,14878.0,ificom-2021.xlsx,2021.0,45.1435830664,1.51936836063,877802.0
229,BOURGOGNE-FRANCHE-COMTE,COTE-D'OR,21054,BEAUNE,52.0,2346323.0,9536.0,ificom-2021.xlsx,2021.0,47.0255189366,4.83767985985,495872.0
230,BOURGOGNE-FRANCHE-COMTE,COTE-D'OR,21231,DIJON,188.0,2198908.0,9221.0,ificom-2021.xlsx,2021.0,47.3229437965,5.03788805877,1733548.0
231,BOURGOGNE-FRANCHE-COMTE,DOUBS,25056,BESANCON,102.0,2051255.0,7830.0,ificom-2021.xlsx,2021.0,47.2553872249,6.01948696494,798660.0
232,AUVERGNE-RHONE-ALPES,DROME,26198,MONTELIMAR,53.0,2052084.0,7850.0,ificom-2021.xlsx,2021.0,44.5540845734,4.74869387765,416050.0
233,AUVERGNE-RHONE-ALPES,DROME,26362,VALENCE,68.0,2460955.0,9773.0,ificom-2021.xlsx,2021.0,44.9229811667,4.91444013136,664564.0
234,CENTRE-VAL DE LOIRE,EURE-ET-LOIR,28085,CHARTRES,86.0,2315656.0,10153.0,ificom-2021.xlsx,2021.0,48.4471464884,1.50570610616,873158.0
235,BRETAGNE,FINISTERE,29019,BREST,79.0,2452426.0,11760.0,ificom-2021.xlsx,2021.0,48.4004997828,-4.5027907853,929040.0
236,CORSE,CORSE-DU-SUD,2A004,AJACCIO,185.0,2418990.0,11216.0,ificom-2021.xlsx,2021.0,41.9347926638,8.70132275974,2074960.0
237,CORSE,HAUTE-CORSE,2B033,BASTIA,61.0,2232820.0,9719.0,ificom-2021.xlsx,2021.0,42.6864768806,9.42502133338,592859.0
238,OCCITANIE,GARD,30189,NIMES,217.0,2145679.0,8911.0,ificom-2021.xlsx,2021.0,43.844938394,4.34806796996,1933687.0
239,OCCITANIE,HAUTE-GARONNE,31555,TOULOUSE,1225.0,2254577.0,8989.0,ificom-2021.xlsx,2021.0,43.5963814303,1.43167293364,11011525.0
240,OCCITANIE,HAUTE-GARONNE,31557,TOURNEFEUILLE,66.0,2292439.0,9084.0,ificom-2021.xlsx,2021.0,43.5781918597,1.33500697752,599544.0
241,NOUVELLE-AQUITAINE,GIRONDE,33063,BORDEAUX,1707.0,2325970.0,10089.0,ificom-2021.xlsx,2021.0,44.8572445351,-0.57369678116,17221923.0
242,NOUVELLE-AQUITAINE,GIRONDE,33069,LE BOUSCAT,215.0,2451929.0,11819.0,ificom-2021.xlsx,2021.0,44.8661298323,-0.602121558626,2541085.0
243,NOUVELLE-AQUITAINE,GIRONDE,33162,EYSINES,52.0,2076615.0,8194.0,ificom-2021.xlsx,2021.0,44.8797152377,-0.647899474657,426088.0
244,NOUVELLE-AQUITAINE,GIRONDE,33192,GRADIGNAN,75.0,2371111.0,9858.0,ificom-2021.xlsx,2021.0,44.7709411201,-0.616137682116,739350.0
245,NOUVELLE-AQUITAINE,GIRONDE,33199,GUJAN-MESTRAS,53.0,2030226.0,8054.0,ificom-2021.xlsx,2021.0,44.5940361232,-1.08427455858,426862.0
246,NOUVELLE-AQUITAINE,GIRONDE,33281,MERIGNAC,165.0,2257744.0,9734.0,ificom-2021.xlsx,2021.0,44.8322953289,-0.681733084891,1606110.0
247,NOUVELLE-AQUITAINE,GIRONDE,33318,PESSAC,121.0,2198055.0,8304.0,ificom-2021.xlsx,2021.0,44.7915990521,-0.676303166277,1004784.0
248,NOUVELLE-AQUITAINE,GIRONDE,33449,SAINT-MEDARD-EN-JALLES,51.0,2251278.0,8852.0,ificom-2021.xlsx,2021.0,44.8832620816,-0.784239883546,451452.0
249,NOUVELLE-AQUITAINE,GIRONDE,33522,TALENCE,96.0,2153829.0,8813.0,ificom-2021.xlsx,2021.0,44.8060817507,-0.591124592873,846048.0
250,NOUVELLE-AQUITAINE,GIRONDE,33529,LA TESTE DE BUCH,234.0,2280975.0,9896.0,ificom-2021.xlsx,2021.0,44.5561823053,-1.17530826791,2315664.0
251,OCCITANIE,HERAULT,34003,AGDE,64.0,2175962.0,8893.0,ificom-2021.xlsx,2021.0,43.309129116,3.48447903133,569152.0
252,OCCITANIE,HERAULT,34032,BEZIERS,78.0,2254989.0,10109.0,ificom-2021.xlsx,2021.0,43.3475883319,3.23076754164,788502.0
253,OCCITANIE,HERAULT,34057,CASTELNAU LE LEZ,102.0,2289629.0,11361.0,ificom-2021.xlsx,2021.0,43.6380218809,3.91265416028,1158822.0
254,OCCITANIE,HERAULT,34172,MONTPELLIER,470.0,2149149.0,8448.0,ificom-2021.xlsx,2021.0,43.6134409138,3.86851657896,3970560.0
255,OCCITANIE,HERAULT,34301,SETE,97.0,2052067.0,8022.0,ificom-2021.xlsx,2021.0,43.3917705831,3.64705148296,778134.0
256,BRETAGNE,ILLE-ET-VILAINE,35238,RENNES,572.0,2462023.0,11004.0,ificom-2021.xlsx,2021.0,48.1119791219,-1.68186449144,6294288.0
257,BRETAGNE,ILLE-ET-VILAINE,35288,SAINT MALO,197.0,2218192.0,9596.0,ificom-2021.xlsx,2021.0,48.6400443482,-1.98060627256,1890412.0
258,CENTRE-VAL DE LOIRE,INDRE-ET-LOIRE,37261,TOURS,203.0,2128313.0,8278.0,ificom-2021.xlsx,2021.0,47.3986382281,0.696526376417,1680434.0
259,AUVERGNE-RHONE-ALPES,ISERE,38185,GRENOBLE,174.0,2224496.0,8388.0,ificom-2021.xlsx,2021.0,45.1821215167,5.72133051752,1459512.0
260,AUVERGNE-RHONE-ALPES,LOIRE,42218,SAINT ETIENNE,78.0,2041352.0,7594.0,ificom-2021.xlsx,2021.0,45.4301235512,4.37913997076,592332.0
261,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,44109,NANTES,985.0,2263115.0,9294.0,ificom-2021.xlsx,2021.0,47.2316356767,-1.54831008605,9154590.0
262,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,44114,ORVAULT,62.0,2021138.0,7518.0,ificom-2021.xlsx,2021.0,47.2739815478,-1.62323898524,466116.0
263,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,44184,ST NAZAIRE,62.0,2160818.0,8746.0,ificom-2021.xlsx,2021.0,47.2802857028,-2.25379927249,542252.0
264,PAYS DE LA LOIRE,LOIRE-ATLANTIQUE,44215,VERTOU,71.0,2052008.0,7203.0,ificom-2021.xlsx,2021.0,47.1603732625,-1.47052291749,511413.0
265,CENTRE-VAL DE LOIRE,LOIRET,45232,OLIVET,51.0,2350296.0,10761.0,ificom-2021.xlsx,2021.0,47.8546997503,1.88823884753,548811.0
266,CENTRE-VAL DE LOIRE,LOIRET,45234,ORLEANS,154.0,2278514.0,9334.0,ificom-2021.xlsx,2021.0,47.8828634214,1.91610357477,1437436.0
267,PAYS DE LA LOIRE,MAINE-ET-LOIRE,49007,ANGERS,177.0,2000162.0,7227.0,ificom-2021.xlsx,2021.0,47.476837416,-0.556125995444,1279179.0
268,GRAND-EST,MARNE,51454,REIMS,258.0,2157480.0,8544.0,ificom-2021.xlsx,2021.0,49.2514906066,4.0402302322,2204352.0
269,PAYS DE LA LOIRE,MAYENNE,53130,LAVAL,71.0,2347022.0,9974.0,ificom-2021.xlsx,2021.0,48.0608565468,-0.766005687142,708154.0
270,GRAND-EST,MEURTHE-ET-MOSELLE,54395,NANCY,196.0,2394349.0,9595.0,ificom-2021.xlsx,2021.0,48.6901995499,6.17588254434,1880620.0
271,BRETAGNE,MORBIHAN,56260,VANNES,188.0,2021611.0,7677.0,ificom-2021.xlsx,2021.0,47.6597493766,-2.75714329498,1443276.0
272,GRAND-EST,MOSELLE,57463,METZ,131.0,2288340.0,9985.0,ificom-2021.xlsx,2021.0,49.1081133279,6.1955245421,1308035.0
273,GRAND-EST,MOSELLE,57672,THIONVILLE,62.0,2034484.0,7826.0,ificom-2021.xlsx,2021.0,49.3759716201,6.12928314217,485212.0
274,LES-HAUTS-DE-FRANCE,NORD,59009,VILLENEUVE D'ASCQ,119.0,1943706.0,5461.0,ificom-2021.xlsx,2021.0,50.6324372393,3.1535257221,649859.0
275,LES-HAUTS-DE-FRANCE,NORD,59163,CROIX,95.0,2345519.0,8725.0,ificom-2021.xlsx,2021.0,50.6740689994,3.15464041723,828875.0
276,LES-HAUTS-DE-FRANCE,NORD,59183,DUNKERQUE,65.0,2033788.0,7795.0,ificom-2021.xlsx,2021.0,51.0307229078,2.33752414095,506675.0
277,LES-HAUTS-DE-FRANCE,NORD,59328,LAMBERSART,89.0,2424694.0,9942.0,ificom-2021.xlsx,2021.0,50.6522053005,3.02491174276,884838.0
278,LES-HAUTS-DE-FRANCE,NORD,59350,LILLE,325.0,2256665.0,8556.0,ificom-2021.xlsx,2021.0,50.6317183168,3.04783272312,2780700.0
279,LES-HAUTS-DE-FRANCE,NORD,59368,LA MADELEINE,58.0,2391066.0,11929.0,ificom-2021.xlsx,2021.0,50.6548883138,3.06963722507,691882.0
280,LES-HAUTS-DE-FRANCE,NORD,59378,MARCQ EN BAROEUL,248.0,2361357.0,8036.0,ificom-2021.xlsx,2021.0,50.6753348557,3.10093583816,1992928.0
281,LES-HAUTS-DE-FRANCE,NORD,59646,WASQUEHAL,75.0,2120453.0,7619.0,ificom-2021.xlsx,2021.0,50.6750984751,3.12858017096,571425.0
282,LES-HAUTS-DE-FRANCE,OISE,60057,BEAUVAIS,61.0,3129108.0,13607.0,ificom-2021.xlsx,2021.0,49.4365523321,2.08616123661,830027.0
283,LES-HAUTS-DE-FRANCE,OISE,60159,COMPIEGNE,104.0,2808925.0,12020.0,ificom-2021.xlsx,2021.0,49.3990601478,2.85317249363,1250080.0
284,LES-HAUTS-DE-FRANCE,PAS-DE-CALAIS,62041,ARRAS,51.0,1884753.0,6321.0,ificom-2021.xlsx,2021.0,50.2898964997,2.76587316711,322371.0
285,AUVERGNE-RHONE-ALPES,PUY-DE-DOME,63113,CLERMONT-FERRAND,115.0,2001395.0,7452.0,ificom-2021.xlsx,2021.0,45.7856492991,3.11554542903,856980.0
286,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64024,ANGLET,252.0,2152651.0,8967.0,ificom-2021.xlsx,2021.0,43.4917846595,-1.51623373371,2259684.0
287,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64102,BAYONNE,133.0,2188455.0,8537.0,ificom-2021.xlsx,2021.0,43.4922254016,-1.46607674358,1135421.0
288,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64122,BIARRITZ,332.0,2262827.0,9104.0,ificom-2021.xlsx,2021.0,43.4695847227,-1.55309857519,3022528.0
289,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64445,PAU,109.0,2012327.0,7221.0,ificom-2021.xlsx,2021.0,43.3200189773,-0.350337918181,787089.0
290,OCCITANIE,PYRENEES-ORIENTALES,66136,PERPIGNAN,131.0,2199415.0,9303.0,ificom-2021.xlsx,2021.0,42.6965954131,2.89936953979,1218693.0
291,GRAND-EST,BAS-RHIN,67482,STRASBOURG,711.0,2376319.0,9950.0,ificom-2021.xlsx,2021.0,48.5712679849,7.76752679517,7074450.0
292,GRAND-EST,HAUT-RHIN,68066,COLMAR,91.0,2400864.0,11252.0,ificom-2021.xlsx,2021.0,48.1099405789,7.38468690323,1023932.0
293,GRAND-EST,HAUT-RHIN,68224,MULHOUSE,84.0,2275915.0,9669.0,ificom-2021.xlsx,2021.0,47.749163303,7.32570047509,812196.0
294,AUVERGNE-RHONE-ALPES,RHONE,69029,BRON,66.0,2042233.0,7487.0,ificom-2021.xlsx,2021.0,45.7344856902,4.91168159471,494142.0
295,AUVERGNE-RHONE-ALPES,RHONE,69034,CALUIRE ET CUIRE,232.0,2407934.0,10606.0,ificom-2021.xlsx,2021.0,45.7974053648,4.85124857101,2460592.0
296,AUVERGNE-RHONE-ALPES,RHONE,69202,STE FOY LES LYON,189.0,2252613.0,9028.0,ificom-2021.xlsx,2021.0,45.7359781395,4.79343173908,1706292.0
297,AUVERGNE-RHONE-ALPES,RHONE,69204,SAINT-GENIS-LAVAL,68.0,2191812.0,7998.0,ificom-2021.xlsx,2021.0,45.6936777293,4.78919028453,543864.0
298,AUVERGNE-RHONE-ALPES,RHONE,69244,TASSIN-LA-DEMI-LUNE,126.0,2191385.0,8551.0,ificom-2021.xlsx,2021.0,45.7628681769,4.75540595543,1077426.0
299,AUVERGNE-RHONE-ALPES,RHONE,69266,VILLEURBANNE,96.0,2076969.0,7655.0,ificom-2021.xlsx,2021.0,45.7707704179,4.88845817426,734880.0
300,PAYS DE LA LOIRE,SARTHE,72181,LE MANS,163.0,2218842.0,9019.0,ificom-2021.xlsx,2021.0,47.9885256718,0.200030493539,1470097.0
301,AUVERGNE-RHONE-ALPES,SAVOIE,73008,AIX-LES-BAINS,78.0,1997463.0,7330.0,ificom-2021.xlsx,2021.0,45.6978541675,5.90388626955,571740.0
302,AUVERGNE-RHONE-ALPES,SAVOIE,73065,CHAMBERY,117.0,1999840.0,6548.0,ificom-2021.xlsx,2021.0,45.583182552,5.90903392417,766116.0
303,AUVERGNE-RHONE-ALPES,HAUTE-SAVOIE,74010,ANNECY,552.0,2033965.0,7710.0,ificom-2021.xlsx,2021.0,45.8906432566,6.12551773598,4255920.0
304,AUVERGNE-RHONE-ALPES,HAUTE-SAVOIE,74281,THONON-LES-BAINS,94.0,2182223.0,9198.0,ificom-2021.xlsx,2021.0,46.3704258049,6.48194336071,864612.0
305,ILE-DE-FRANCE,PARIS,75101,Paris 1er,572.0,2847199.0,13625.0,ificom-2021.xlsx,2021.0,48.8626304852,2.33629344655,7793500.0
306,ILE-DE-FRANCE,PARIS,75102,Paris 2e,344.0,2357418.0,10614.0,ificom-2021.xlsx,2021.0,48.8679033789,2.34410716666,3651216.0
307,ILE-DE-FRANCE,PARIS,75103,Paris 3e,848.0,2601499.0,12215.0,ificom-2021.xlsx,2021.0,48.8630541318,2.35936105897,10358320.0
308,ILE-DE-FRANCE,PARIS,75104,Paris 4e,924.0,2813386.0,14092.0,ificom-2021.xlsx,2021.0,48.854228282,2.35736193814,13021008.0
309,ILE-DE-FRANCE,PARIS,75105,Paris 5e,1721.0,2490447.0,11052.0,ificom-2021.xlsx,2021.0,48.8445086596,2.34985938556,19020492.0
310,ILE-DE-FRANCE,PARIS,75106,Paris 6e,2816.0,2969480.0,14784.0,ificom-2021.xlsx,2021.0,48.8489680919,2.33267089859,41631744.0
311,ILE-DE-FRANCE,PARIS,75107,Paris 7e,4318.0,3273652.0,17507.0,ificom-2021.xlsx,2021.0,48.8560825982,2.31243868773,75595226.0
312,ILE-DE-FRANCE,PARIS,75108,Paris 8e,2268.0,2901255.0,14124.0,ificom-2021.xlsx,2021.0,48.8725272666,2.31258256042,32033232.0
313,ILE-DE-FRANCE,PARIS,75109,Paris 9e,1321.0,2252104.0,8893.0,ificom-2021.xlsx,2021.0,48.8768961624,2.33746024139,11747653.0
314,ILE-DE-FRANCE,PARIS,75110,Paris 10e,637.0,2178027.0,8359.0,ificom-2021.xlsx,2021.0,48.8760285569,2.36111290456,5324683.0
315,ILE-DE-FRANCE,PARIS,75111,Paris 11e,1181.0,2247914.0,8977.0,ificom-2021.xlsx,2021.0,48.8594154976,2.37874106024,10601837.0
316,ILE-DE-FRANCE,PARIS,75112,Paris 12e,1202.0,2232977.0,8928.0,ificom-2021.xlsx,2021.0,48.8351562307,2.41980703497,10731456.0
317,ILE-DE-FRANCE,PARIS,75113,Paris 13e,1074.0,2174380.0,8576.0,ificom-2021.xlsx,2021.0,48.8287176845,2.36246822852,9210624.0
318,ILE-DE-FRANCE,PARIS,75114,Paris 14e,1897.0,2377354.0,10282.0,ificom-2021.xlsx,2021.0,48.8289932116,2.32710088326,19504954.0
319,ILE-DE-FRANCE,PARIS,75115,Paris 15e,3423.0,2276440.0,9305.0,ificom-2021.xlsx,2021.0,48.8401554186,2.29355937244,31851015.0
320,ILE-DE-FRANCE,PARIS,75116,Paris 16e,9460.0,2898599.0,13790.0,ificom-2021.xlsx,2021.0,48.8603987604,2.2620995594,130453400.0
321,ILE-DE-FRANCE,PARIS,75117,Paris 17e,3933.0,2474270.0,10393.0,ificom-2021.xlsx,2021.0,48.8873371665,2.30748555949,40875669.0
322,ILE-DE-FRANCE,PARIS,75118,Paris 18e,875.0,2521034.0,11273.0,ificom-2021.xlsx,2021.0,48.8927350746,2.34871193387,9863875.0
323,ILE-DE-FRANCE,PARIS,75119,Paris 19e,541.0,2275077.0,8813.0,ificom-2021.xlsx,2021.0,48.886868623,2.38469432787,4767833.0
324,ILE-DE-FRANCE,PARIS,75120,Paris 20e,556.0,2222816.0,8489.0,ificom-2021.xlsx,2021.0,48.8631867774,2.40081982673,4719884.0
325,NORMANDIE,SEINE-MARITIME,76351,LE HAVRE,112.0,2192983.0,9209.0,ificom-2021.xlsx,2021.0,49.498452502,0.140153719153,1031408.0
326,NORMANDIE,SEINE-MARITIME,76540,ROUEN,166.0,2168910.0,8814.0,ificom-2021.xlsx,2021.0,49.4413460103,1.09256784278,1463124.0
327,ILE-DE-FRANCE,SEINE-ET-MARNE,77284,MEAUX,59.0,2080362.0,7457.0,ificom-2021.xlsx,2021.0,48.9570625667,2.90003097245,439963.0
328,ILE-DE-FRANCE,YVELINES,78126,LA CELLE-SAINT-CLOUD,205.0,2081858.0,7169.0,ificom-2021.xlsx,2021.0,48.8469487124,2.13519126228,1469645.0
